1	140606423309184	8	R	D
2	140606421075635	8	R	D
2	140724404281464	8	R	D
3	140724404281456	8	R	D
3	140606421090321	8	R	D
4	140724404281448	8	R	D
5	140606421090326	8	R	D
5	140606421090324	8	R	D
6	140724404281440	8	R	D
6	140737336764280	8	R	D
7	140724404281440	8	R	D
7	140724404281440	8	R	D
8	140724404281440	8	R	D
8	140724404281440	8	R	D
9	140724404281440	8	R	D
9	140724404281440	8	R	D
10	140724404281440	8	R	D
11	140724404281440	8	R	D
12	140724404281440	8	R	D
13	140724404281440	8	R	D
14	140724404281440	8	R	D
15	140724404281440	8	R	D
16	140724404281440	8	R	D
17	140724404281440	8	R	D
17	140724404281416	8	R	D
18	140724404281440	8	R	D
18	140724404281440	8	R	D
19	140724404281440	8	R	D
20	140724404281440	8	R	D
20	140724404281440	8	R	D
21	140724404281440	8	R	D
21	140724404281440	8	R	D
