1	139676000884400	3	R	D
2	139676000884403	5	R	D
2	140736174245720	8	W	D
3	139676000899088	1	R	D
3	140736174245712	8	W	D
4	139676000899089	3	R	D
5	139676000899092	2	R	D
5	140736174245704	8	W	D
6	139676000899094	2	R	D
6	140736174245696	8	W	D
7	139676000899096	2	R	D
7	140736174245688	8	W	D
8	139676000899098	2	R	D
8	140736174245680	8	W	D
9	139676000899100	1	R	D
9	140736174245672	8	W	D
10	139676000899101	3	R	D
11	139676000899104	4	R	D
12	139676000899108	2	R	D
13	139676000899110	4	R	D
14	139676000899114	2	R	D
15	139676000899116	3	R	D
16	139676000899119	7	R	D
17	139676000899126	7	R	D
17	139676003117952	8	R	D
18	139676000899133	7	R	D
18	139676003118296	8	W	D
19	139676000899140	3	R	D
20	139676000899143	7	R	D
20	139676003119032	8	R	D
21	139676000899150	7	R	D
21	139676003121624	8	W	D
22	139676000899157	3	R	D
22	139676003118632	8	R	D
23	139676000899160	7	R	D
23	139676003121640	8	W	D
24	139676000899167	3	R	D
25	139676000899170	6	R	D
26	139676000899176	5	R	D
27	139676000899181	6	R	D
28	139676000899187	6	R	D
29	139676000899193	7	R	D
30	139676000899200	6	R	D
31	139676000899206	5	R	D
32	139676000899211	2	R	D
33	139676000899245	4	R	D
34	139676000899249	2	R	D
35	139676000899216	7	R	D
36	139676000899223	8	R	D
36	139676003121800	8	W	D
37	139676000899231	4	R	D
38	139676000899235	5	R	D
38	139676003118648	8	R	D
39	139676000899240	3	R	D
40	139676000899243	2	R	D
41	139676000899245	4	R	D
42	139676000899249	2	R	D
43	139676000899216	7	R	D
44	139676000899223	8	R	D
44	139676003121888	8	W	D
45	139676000899231	4	R	D
46	139676000899235	5	R	D
46	139676003118664	8	R	D
47	139676000899240	3	R	D
48	139676000899243	2	R	D
49	139676000899245	4	R	D
50	139676000899249	2	R	D
51	139676000899216	7	R	D
52	139676000899223	8	R	D
52	139676003121904	8	W	D
53	139676000899231	4	R	D
54	139676000899235	5	R	D
54	139676003118680	8	R	D
55	139676000899240	3	R	D
56	139676000899243	2	R	D
57	139676000899245	4	R	D
58	139676000899249	2	R	D
59	139676000899216	7	R	D
60	139676000899223	8	R	D
60	139676003121720	8	W	D
61	139676000899231	4	R	D
62	139676000899235	5	R	D
62	139676003118696	8	R	D
63	139676000899240	3	R	D
64	139676000899243	2	R	D
65	139676000899245	4	R	D
66	139676000899249	2	R	D
67	139676000899251	3	R	D
68	139676000899254	3	R	D
69	139676000899257	4	R	D
70	139676000899261	6	R	D
71	139676000900000	3	R	D
72	139676000900003	2	R	D
73	139676000900005	3	R	D
74	139676000900008	2	R	D
75	139676000900040	3	R	D
76	139676000900043	3	R	D
77	139676000900046	4	R	D
78	139676000900050	6	R	D
79	139676000900408	3	R	D
80	139676000900411	3	R	D
81	139676000900414	4	R	D
82	139676000900418	6	R	D
83	139676000900424	6	R	D
84	139676000900430	3	R	D
85	139676000900433	4	R	D
85	139676003122288	8	W	D
86	139676000900437	5	R	D
87	139676000899231	4	R	D
88	139676000899235	5	R	D
88	139676003118712	8	R	D
89	139676000899240	3	R	D
90	139676000899243	2	R	D
91	139676000899245	4	R	D
92	139676000899249	2	R	D
93	139676000899216	7	R	D
94	139676000899223	8	R	D
94	139676003121728	8	W	D
95	139676000899231	4	R	D
96	139676000899235	5	R	D
96	139676003118728	8	R	D
97	139676000899240	3	R	D
98	139676000899243	2	R	D
